,Diffuse irradiance|W/m2,Global horizontal irradiance|W/m2,Beam irradiance|W/m2,Plane of array irradiance|W/m2
"Oct 21, 01:00 am",0,0,0,0
"Oct 21, 02:00 am",0,0,0,0
"Oct 21, 03:00 am",0,0,0,0
"Oct 21, 04:00 am",0,0,0,0
"Oct 21, 05:00 am",0,0,0,0
"Oct 21, 06:00 am",8,10,17,10.1826
"Oct 21, 07:00 am",47,113,390,191.673
"Oct 21, 08:00 am",77,317,667,475.434
"Oct 21, 09:00 am",101,510,786,722.904
"Oct 21, 10:00 am",117,658,849,912.21
"Oct 21, 11:00 am",126,742,877,1020.35
"Oct 21, 12:00 pm",128,757,881,1039.47
"Oct 21, 01:00 pm",122,704,867,971.294
"Oct 21, 02:00 pm",109,580,821,814.508
"Oct 21, 03:00 pm",87,403,732,588.744
"Oct 21, 04:00 pm",60,195,538,311.28
"Oct 21, 05:00 pm",25,38,118,60.9684
"Oct 21, 06:00 pm",0,0,0,0
"Oct 21, 07:00 pm",0,0,0,0
"Oct 21, 08:00 pm",0,0,0,0
"Oct 21, 09:00 pm",0,0,0,0
"Oct 21, 10:00 pm",0,0,0,0
"Oct 21, 11:00 pm",0,0,0,0
"Oct 22, 12:00 am",0,0,0,0
"Oct 22, 01:00 am",0,0,0,0
"Oct 22, 02:00 am",0,0,0,0
"Oct 22, 03:00 am",0,0,0,0
"Oct 22, 04:00 am",0,0,0,0
"Oct 22, 05:00 am",0,0,0,0
"Oct 22, 06:00 am",8,14,46,15.1102
"Oct 22, 07:00 am",36,121,511,218.193
"Oct 22, 08:00 am",57,329,761,503.31
"Oct 22, 09:00 am",74,520,863,743.587
"Oct 22, 10:00 am",87,666,915,927.6
"Oct 22, 11:00 am",93,750,940,1032.69
"Oct 22, 12:00 pm",94,766,946,1053.01
"Oct 22, 01:00 pm",90,713,936,988.536
"Oct 22, 02:00 pm",80,592,898,836.045
"Oct 22, 03:00 pm",65,415,820,617.073
"Oct 22, 04:00 pm",44,206,651,339.652
"Oct 22, 05:00 pm",21,43,199,76.065
"Oct 22, 06:00 pm",0,0,0,0
"Oct 22, 07:00 pm",0,0,0,0
"Oct 22, 08:00 pm",0,0,0,0
"Oct 22, 09:00 pm",0,0,0,0
"Oct 22, 10:00 pm",0,0,0,0
"Oct 22, 11:00 pm",0,0,0,0
"Oct 23, 12:00 am",0,0,0,0
"Oct 23, 01:00 am",0,0,0,0
"Oct 23, 02:00 am",0,0,0,0
"Oct 23, 03:00 am",0,0,0,0
"Oct 23, 04:00 am",0,0,0,0
"Oct 23, 05:00 am",0,0,0,0
"Oct 23, 06:00 am",7,12,38,12.926
"Oct 23, 07:00 am",36,117,493,212.501
"Oct 23, 08:00 am",58,323,751,498.916
"Oct 23, 09:00 am",76,516,858,741.878
"Oct 23, 10:00 am",89,663,913,927.538
"Oct 23, 11:00 am",95,746,936,1030.26
"Oct 23, 12:00 pm",97,763,943,1052.52
"Oct 23, 01:00 pm",92,710,932,986.033
"Oct 23, 02:00 pm",82,587,894,834.075
"Oct 23, 03:00 pm",66,410,815,614.176
"Oct 23, 04:00 pm",45,202,642,336.412
"Oct 23, 05:00 pm",22,43,185,74.2115
"Oct 23, 06:00 pm",0,0,0,0
"Oct 23, 07:00 pm",0,0,0,0
"Oct 23, 08:00 pm",0,0,0,0
"Oct 23, 09:00 pm",0,0,0,0
"Oct 23, 10:00 pm",0,0,0,0
"Oct 23, 11:00 pm",0,0,0,0
"Oct 24, 12:00 am",0,0,0,0
"Oct 24, 01:00 am",0,0,0,0
"Oct 24, 02:00 am",0,0,0,0
"Oct 24, 03:00 am",0,0,0,0
"Oct 24, 04:00 am",0,0,0,0
"Oct 24, 05:00 am",0,0,0,0
"Oct 24, 06:00 am",9,11,17,11.2146
"Oct 24, 07:00 am",50,103,327,172.86
"Oct 24, 08:00 am",103,280,505,409.183
"Oct 24, 09:00 am",140,520,747,739.769
"Oct 24, 10:00 am",176,675,799,937.056
"Oct 24, 11:00 am",173,757,847,1048.66
"Oct 24, 12:00 pm",142,766,890,1061.14
"Oct 24, 01:00 pm",117,702,891,984.953
"Oct 24, 02:00 pm",94,574,857,823.915
"Oct 24, 03:00 pm",75,397,770,594.939
"Oct 24, 04:00 pm",48,192,597,320.107
"Oct 24, 05:00 pm",22,38,149,64.6463
"Oct 24, 06:00 pm",0,0,0,0
"Oct 24, 07:00 pm",0,0,0,0
"Oct 24, 08:00 pm",0,0,0,0
"Oct 24, 09:00 pm",0,0,0,0
"Oct 24, 10:00 pm",0,0,0,0
"Oct 24, 11:00 pm",0,0,0,0
"Oct 25, 12:00 am",0,0,0,0
"Oct 25, 01:00 am",0,0,0,0
"Oct 25, 02:00 am",0,0,0,0
"Oct 25, 03:00 am",0,0,0,0
"Oct 25, 04:00 am",0,0,0,0
"Oct 25, 05:00 am",0,0,0,0
"Oct 25, 06:00 am",6,8,14,7.96743
"Oct 25, 07:00 am",43,103,383,186.17
"Oct 25, 08:00 am",71,303,668,469.324
"Oct 25, 09:00 am",94,493,791,717.72
"Oct 25, 10:00 am",110,639,853,905.572
"Oct 25, 11:00 am",118,724,883,1013.82
"Oct 25, 12:00 pm",120,741,892,1037.31
"Oct 25, 01:00 pm",114,687,876,966.502
"Oct 25, 02:00 pm",101,562,828,807.401
"Oct 25, 03:00 pm",81,386,735,578.468
"Oct 25, 04:00 pm",55,180,531,301.249
"Oct 25, 05:00 pm",25,36,99,53.2419
"Oct 25, 06:00 pm",0,0,0,0
"Oct 25, 07:00 pm",0,0,0,0
"Oct 25, 08:00 pm",0,0,0,0
"Oct 25, 09:00 pm",0,0,0,0
"Oct 25, 10:00 pm",0,0,0,0
"Oct 25, 11:00 pm",0,0,0,0
"Oct 26, 12:00 am",0,0,0,0
"Oct 26, 01:00 am",0,0,0,0
"Oct 26, 02:00 am",0,0,0,0
"Oct 26, 03:00 am",0,0,0,0
"Oct 26, 04:00 am",0,0,0,0
"Oct 26, 05:00 am",0,0,0,0
"Oct 26, 06:00 am",8,11,24,11.6071
"Oct 26, 07:00 am",50,102,340,177.81
"Oct 26, 08:00 am",83,277,567,426.707
"Oct 26, 09:00 am",107,512,810,749.776
"Oct 26, 10:00 am",104,648,884,925.527
"Oct 26, 11:00 am",136,740,887,1037.17
"Oct 26, 12:00 pm",114,687,827,965.449
"Oct 26, 01:00 pm",192,668,734,926.387
"Oct 26, 02:00 pm",172,541,669,759.442
"Oct 26, 03:00 pm",104,345,587,511.758
"Oct 26, 04:00 pm",70,169,428,270.437
"Oct 26, 05:00 pm",20,35,136,59.604
"Oct 26, 06:00 pm",0,0,0,0
"Oct 26, 07:00 pm",0,0,0,0
"Oct 26, 08:00 pm",0,0,0,0
"Oct 26, 09:00 pm",0,0,0,0
"Oct 26, 10:00 pm",0,0,0,0
"Oct 26, 11:00 pm",0,0,0,0
"Oct 27, 12:00 am",0,0,0,0
"Oct 27, 01:00 am",0,0,0,0
"Oct 27, 02:00 am",0,0,0,0
"Oct 27, 03:00 am",0,0,0,0
"Oct 27, 04:00 am",0,0,0,0
"Oct 27, 05:00 am",0,0,0,0
"Oct 27, 06:00 am",5,6,8,6.0305
"Oct 27, 07:00 am",44,94,332,170.773
"Oct 27, 08:00 am",75,291,635,455.496
"Oct 27, 09:00 am",100,475,756,700.792
"Oct 27, 10:00 am",117,623,827,889.029
"Oct 27, 11:00 am",126,709,861,999.896
"Oct 27, 12:00 pm",127,719,860,1011.91
"Oct 27, 01:00 pm",121,666,845,943.655
"Oct 27, 02:00 pm",108,544,797,788.243
"Oct 27, 03:00 pm",86,370,700,563.069
"Oct 27, 04:00 pm",57,168,488,284.701
"Oct 27, 05:00 pm",22,31,79,45.2542
"Oct 27, 06:00 pm",0,0,0,0
"Oct 27, 07:00 pm",0,0,0,0
"Oct 27, 08:00 pm",0,0,0,0
"Oct 27, 09:00 pm",0,0,0,0
"Oct 27, 10:00 pm",0,0,0,0
"Oct 27, 11:00 pm",0,0,0,0
"Oct 28, 12:00 am",0,0,0,0
"Oct 28, 01:00 am",0,0,0,0
"Oct 28, 02:00 am",0,0,0,0
"Oct 28, 03:00 am",0,0,0,0
"Oct 28, 04:00 am",0,0,0,0
"Oct 28, 05:00 am",0,0,0,0
"Oct 28, 06:00 am",4,4,1,3.85857
"Oct 28, 07:00 am",51,82,212,137.674
"Oct 28, 08:00 am",94,268,518,411.085
"Oct 28, 09:00 am",128,458,669,667.23
"Oct 28, 10:00 am",152,606,747,862.446
"Oct 28, 11:00 am",163,690,782,971.356
"Oct 28, 12:00 pm",166,705,788,991.604
"Oct 28, 01:00 pm",158,650,769,920.289
"Oct 28, 02:00 pm",139,526,711,757.266
"Oct 28, 03:00 pm",109,349,597,522.473
"Oct 28, 04:00 pm",69,151,363,241.755
"Oct 28, 05:00 pm",22,26,30,31.1711
"Oct 28, 06:00 pm",0,0,0,0
"Oct 28, 07:00 pm",0,0,0,0
"Oct 28, 08:00 pm",0,0,0,0
"Oct 28, 09:00 pm",0,0,0,0
"Oct 28, 10:00 pm",0,0,0,0
"Oct 28, 11:00 pm",0,0,0,0
"Oct 29, 12:00 am",0,0,0,0
"Oct 29, 01:00 am",0,0,0,0
"Oct 29, 02:00 am",0,0,0,0
"Oct 29, 03:00 am",0,0,0,0
"Oct 29, 04:00 am",0,0,0,0
"Oct 29, 05:00 am",0,0,0,0
"Oct 29, 06:00 am",5,8,27,9.54264
"Oct 29, 07:00 am",32,101,472,202.013
"Oct 29, 08:00 am",53,302,747,489.853
"Oct 29, 09:00 am",71,490,859,733.713
"Oct 29, 10:00 am",83,636,916,918.407
"Oct 29, 11:00 am",89,719,941,1022.03
"Oct 29, 12:00 pm",90,730,941,1035.59
"Oct 29, 01:00 pm",86,675,926,966.538
"Oct 29, 02:00 pm",90,556,864,820.036
"Oct 29, 03:00 pm",90,386,746,595.743
"Oct 29, 04:00 pm",63,178,518,303.076
"Oct 29, 05:00 pm",23,36,112,58.3705
"Oct 29, 06:00 pm",0,0,0,0
"Oct 29, 07:00 pm",0,0,0,0
"Oct 29, 08:00 pm",0,0,0,0
"Oct 29, 09:00 pm",0,0,0,0
"Oct 29, 10:00 pm",0,0,0,0
"Oct 29, 11:00 pm",0,0,0,0
"Oct 30, 12:00 am",0,0,0,0
"Oct 30, 01:00 am",0,0,0,0
"Oct 30, 02:00 am",0,0,0,0
"Oct 30, 03:00 am",0,0,0,0
"Oct 30, 04:00 am",0,0,0,0
"Oct 30, 05:00 am",0,0,0,0
"Oct 30, 06:00 am",5,6,3,5.15197
"Oct 30, 07:00 am",57,63,42,74.2568
"Oct 30, 08:00 am",181,221,122,263.865
"Oct 30, 09:00 am",225,312,179,379.73
"Oct 30, 10:00 am",288,392,174,470.72
"Oct 30, 11:00 am",303,408,158,485.366
"Oct 30, 12:00 pm",292,388,142,458.859
"Oct 30, 01:00 pm",194,252,92,293.162
"Oct 30, 02:00 pm",245,436,356,568.927
"Oct 30, 03:00 pm",102,374,691,573.603
"Oct 30, 04:00 pm",66,149,383,246.688
"Oct 30, 05:00 pm",20,32,113,55.0546
"Oct 30, 06:00 pm",0,0,0,0
"Oct 30, 07:00 pm",0,0,0,0
"Oct 30, 08:00 pm",0,0,0,0
"Oct 30, 09:00 pm",0,0,0,0
"Oct 30, 10:00 pm",0,0,0,0
"Oct 30, 11:00 pm",0,0,0,0
"Oct 31, 12:00 am",0,0,0,0
"Oct 31, 01:00 am",0,0,0,0
"Oct 31, 02:00 am",0,0,0,0
"Oct 31, 03:00 am",0,0,0,0
"Oct 31, 04:00 am",0,0,0,0
"Oct 31, 05:00 am",0,0,0,0
"Oct 31, 06:00 am",5,9,29,10.0187
"Oct 31, 07:00 am",36,95,426,193.494
"Oct 31, 08:00 am",62,295,716,482.545
"Oct 31, 09:00 am",81,474,817,719.063
"Oct 31, 10:00 am",104,550,748,801.307
"Oct 31, 11:00 am",92,650,843,929.122
"Oct 31, 12:00 pm",85,713,934,1020.39
"Oct 31, 01:00 pm",75,658,930,954.611
"Oct 31, 02:00 pm",63,519,858,773.798
"Oct 31, 03:00 pm",59,356,760,564.673
"Oct 31, 04:00 pm",59,135,357,227.579
"Oct 31, 05:00 pm",24,28,39,36.3462
"Oct 31, 06:00 pm",0,0,0,0
"Oct 31, 07:00 pm",0,0,0,0
"Oct 31, 08:00 pm",0,0,0,0
"Oct 31, 09:00 pm",0,0,0,0
"Oct 31, 10:00 pm",0,0,0,0
"Oct 31, 11:00 pm",0,0,0,0
"Nov 1, 12:00 am",0,0,0,0
"Nov 1, 01:00 am",0,0,0,0
"Nov 1, 02:00 am",0,0,0,0
"Nov 1, 03:00 am",0,0,0,0
"Nov 1, 04:00 am",0,0,0,0
"Nov 1, 05:00 am",0,0,0,0
"Nov 1, 06:00 am",3,4,6,3.88247
"Nov 1, 07:00 am",40,85,327,165.396
"Nov 1, 08:00 am",70,279,641,452.328
"Nov 1, 09:00 am",94,468,776,703.319
"Nov 1, 10:00 am",111,611,840,890.385
"Nov 1, 11:00 am",119,696,872,998.37
"Nov 1, 12:00 pm",121,709,874,1014.29
"Nov 1, 01:00 pm",115,653,857,943.596
"Nov 1, 02:00 pm",102,531,808,786.683
"Nov 1, 03:00 pm",80,356,706,557.468
"Nov 1, 04:00 pm",53,156,483,277.28
"Nov 1, 05:00 pm",20,28,68,40.8569
"Nov 1, 06:00 pm",0,0,0,0
"Nov 1, 07:00 pm",0,0,0,0
"Nov 1, 08:00 pm",0,0,0,0
"Nov 1, 09:00 pm",0,0,0,0
"Nov 1, 10:00 pm",0,0,0,0
"Nov 1, 11:00 pm",0,0,0,0
"Nov 2, 12:00 am",0,0,0,0
"Nov 2, 01:00 am",0,0,0,0
"Nov 2, 02:00 am",0,0,0,0
"Nov 2, 03:00 am",0,0,0,0
"Nov 2, 04:00 am",0,0,0,0
"Nov 2, 05:00 am",0,0,0,0
"Nov 2, 06:00 am",3,7,27,7.86711
"Nov 2, 07:00 am",28,94,489,203.159
"Nov 2, 08:00 am",47,292,764,486.945
"Nov 2, 09:00 am",63,481,875,733.525
"Nov 2, 10:00 am",74,623,927,914.045
"Nov 2, 11:00 am",88,705,941,1017.15
"Nov 2, 12:00 pm",99,722,934,1035.64
"Nov 2, 01:00 pm",104,670,908,976.669
"Nov 2, 02:00 pm",82,546,879,819.539
"Nov 2, 03:00 pm",64,372,796,592.703
"Nov 2, 04:00 pm",38,168,617,314.035
"Nov 2, 05:00 pm",16,32,140,58.6052
"Nov 2, 06:00 pm",0,0,0,0
"Nov 2, 07:00 pm",0,0,0,0
"Nov 2, 08:00 pm",0,0,0,0
"Nov 2, 09:00 pm",0,0,0,0
"Nov 2, 10:00 pm",0,0,0,0
"Nov 2, 11:00 pm",0,0,0,0
"Nov 3, 12:00 am",0,0,0,0
"Nov 3, 01:00 am",0,0,0,0
"Nov 3, 02:00 am",0,0,0,0
"Nov 3, 03:00 am",0,0,0,0
"Nov 3, 04:00 am",0,0,0,0
"Nov 3, 05:00 am",0,0,0,0
"Nov 3, 06:00 am",3,6,18,6.19595
"Nov 3, 07:00 am",30,88,442,189.921
"Nov 3, 08:00 am",51,286,739,481.443
"Nov 3, 09:00 am",69,476,860,728.983
"Nov 3, 10:00 am",81,621,919,914.473
"Nov 3, 11:00 am",87,704,946,1019.56
"Nov 3, 12:00 pm",88,717,948,1034.92
"Nov 3, 01:00 pm",84,662,934,966.664
"Nov 3, 02:00 pm",74,540,890,810.937
"Nov 3, 03:00 pm",59,366,804,591.089
"Nov 3, 04:00 pm",39,163,600,307.862
"Nov 3, 05:00 pm",16,31,123,52.8239
"Nov 3, 06:00 pm",0,0,0,0
"Nov 3, 07:00 pm",0,0,0,0
"Nov 3, 08:00 pm",0,0,0,0
"Nov 3, 09:00 pm",0,0,0,0
"Nov 3, 10:00 pm",0,0,0,0
"Nov 3, 11:00 pm",0,0,0,0
"Nov 4, 12:00 am",0,0,0,0
"Nov 4, 01:00 am",0,0,0,0
"Nov 4, 02:00 am",0,0,0,0
"Nov 4, 03:00 am",0,0,0,0
"Nov 4, 04:00 am",0,0,0,0
"Nov 4, 05:00 am",0,0,0,0
"Nov 4, 06:00 am",2,3,5,2.80229
"Nov 4, 07:00 am",36,79,333,163.258
"Nov 4, 08:00 am",64,270,657,453.12
"Nov 4, 09:00 am",92,460,784,704.9
"Nov 4, 10:00 am",109,606,853,896.735
"Nov 4, 11:00 am",118,688,879,1000.7
"Nov 4, 12:00 pm",129,705,873,1019.11
"Nov 4, 01:00 pm",122,649,856,947.513
"Nov 4, 02:00 pm",182,470,554,669.149
"Nov 4, 03:00 pm",139,334,516,497.536
"Nov 4, 04:00 pm",88,106,88,136.965
"Nov 4, 05:00 pm",22,23,10,24.8807
"Nov 4, 06:00 pm",0,0,0,0
"Nov 4, 07:00 pm",0,0,0,0
"Nov 4, 08:00 pm",0,0,0,0
"Nov 4, 09:00 pm",0,0,0,0
"Nov 4, 10:00 pm",0,0,0,0
"Nov 4, 11:00 pm",0,0,0,0
"Nov 5, 12:00 am",0,0,0,0
"Nov 5, 01:00 am",0,0,0,0
"Nov 5, 02:00 am",0,0,0,0
"Nov 5, 03:00 am",0,0,0,0
"Nov 5, 04:00 am",0,0,0,0
"Nov 5, 05:00 am",0,0,0,0
"Nov 5, 06:00 am",2,2,0,1.83867
"Nov 5, 07:00 am",44,51,50,67.0809
"Nov 5, 08:00 am",120,183,203,252.491
"Nov 5, 09:00 am",240,383,306,505.459
"Nov 5, 10:00 am",283,463,310,601.312
"Nov 5, 11:00 am",281,399,184,485.9
"Nov 5, 12:00 pm",277,622,526,848.036
"Nov 5, 01:00 pm",284,368,137,439.799
"Nov 5, 02:00 pm",171,259,170,320.425
"Nov 5, 03:00 pm",191,238,125,292.95
"Nov 5, 04:00 pm",75,85,49,98.313
"Nov 5, 05:00 pm",20,22,19,24.5781
"Nov 5, 06:00 pm",0,0,0,0
"Nov 5, 07:00 pm",0,0,0,0
"Nov 5, 08:00 pm",0,0,0,0
"Nov 5, 09:00 pm",0,0,0,0
"Nov 5, 10:00 pm",0,0,0,0
"Nov 5, 11:00 pm",0,0,0,0
"Nov 6, 12:00 am",0,0,0,0
"Nov 6, 01:00 am",0,0,0,0
"Nov 6, 02:00 am",0,0,0,0
"Nov 6, 03:00 am",0,0,0,0
"Nov 6, 04:00 am",0,0,0,0
"Nov 6, 05:00 am",0,0,0,0
"Nov 6, 06:00 am",2,2,1,2.03472
"Nov 6, 07:00 am",57,69,98,101.793
"Nov 6, 08:00 am",141,158,53,178.835
"Nov 6, 09:00 am",202,280,168,346.458
"Nov 6, 10:00 am",310,524,372,687.492
"Nov 6, 11:00 am",216,397,283,521.898
"Nov 6, 12:00 pm",326,441,176,534.189
"Nov 6, 01:00 pm",284,435,249,542.506
"Nov 6, 02:00 pm",204,387,357,522.108
"Nov 6, 03:00 pm",73,352,750,571.879
"Nov 6, 04:00 pm",31,159,653,316.794
"Nov 6, 05:00 pm",13,30,151,58.2409
"Nov 6, 06:00 pm",0,0,0,0
"Nov 6, 07:00 pm",0,0,0,0
"Nov 6, 08:00 pm",0,0,0,0
"Nov 6, 09:00 pm",0,0,0,0
"Nov 6, 10:00 pm",0,0,0,0
"Nov 6, 11:00 pm",0,0,0,0
"Nov 7, 12:00 am",0,0,0,0
"Nov 7, 01:00 am",0,0,0,0
"Nov 7, 02:00 am",0,0,0,0
"Nov 7, 03:00 am",0,0,0,0
"Nov 7, 04:00 am",0,0,0,0
"Nov 7, 05:00 am",0,0,0,0
"Nov 7, 06:00 am",2,3,5,2.82687
"Nov 7, 07:00 am",32,72,341,161.485
"Nov 7, 08:00 am",57,260,669,448.009
"Nov 7, 09:00 am",77,444,801,697.654
"Nov 7, 10:00 am",91,585,863,881.219
"Nov 7, 11:00 am",99,666,892,977.56
"Nov 7, 12:00 pm",100,683,902,999.962
"Nov 7, 01:00 pm",95,629,885,939.556
"Nov 7, 02:00 pm",83,509,837,782.934
"Nov 7, 03:00 pm",66,340,742,558.376
"Nov 7, 04:00 pm",43,144,518,279.804
"Nov 7, 05:00 pm",15,23,71,39.6412
"Nov 7, 06:00 pm",0,0,0,0
"Nov 7, 07:00 pm",0,0,0,0
"Nov 7, 08:00 pm",0,0,0,0
"Nov 7, 09:00 pm",0,0,0,0
"Nov 7, 10:00 pm",0,0,0,0
"Nov 7, 11:00 pm",0,0,0,0
"Nov 8, 12:00 am",0,0,0,0
"Nov 8, 01:00 am",0,0,0,0
"Nov 8, 02:00 am",0,0,0,0
"Nov 8, 03:00 am",0,0,0,0
"Nov 8, 04:00 am",0,0,0,0
"Nov 8, 05:00 am",0,0,0,0
"Nov 8, 06:00 am",1,2,5,1.9153
"Nov 8, 07:00 am",30,71,361,165.66
"Nov 8, 08:00 am",54,259,686,453.24
"Nov 8, 09:00 am",72,443,816,701.758
"Nov 8, 10:00 am",86,586,881,881.698
"Nov 8, 11:00 am",93,667,909,985.379
"Nov 8, 12:00 pm",94,682,914,1003.21
"Nov 8, 01:00 pm",89,629,900,936.201
"Nov 8, 02:00 pm",78,509,853,788.85
"Nov 8, 03:00 pm",62,338,757,562.608
"Nov 8, 04:00 pm",41,144,539,283.924
"Nov 8, 05:00 pm",15,24,80,41.9579
"Nov 8, 06:00 pm",0,0,0,0
"Nov 8, 07:00 pm",0,0,0,0
"Nov 8, 08:00 pm",0,0,0,0
"Nov 8, 09:00 pm",0,0,0,0
"Nov 8, 10:00 pm",0,0,0,0
"Nov 8, 11:00 pm",0,0,0,0
"Nov 9, 12:00 am",0,0,0,0
"Nov 9, 01:00 am",0,0,0,0
"Nov 9, 02:00 am",0,0,0,0
"Nov 9, 03:00 am",0,0,0,0
"Nov 9, 04:00 am",0,0,0,0
"Nov 9, 05:00 am",0,0,0,0
"Nov 9, 06:00 am",3,4,3,3.36011
"Nov 9, 07:00 am",39,50,97,82.8343
"Nov 9, 08:00 am",87,245,535,409.565
"Nov 9, 09:00 am",164,375,467,547.571
"Nov 9, 10:00 am",186,519,591,749.272
"Nov 9, 11:00 am",181,645,739,939.876
"Nov 9, 12:00 pm",175,665,767,970.766
"Nov 9, 01:00 pm",171,583,692,854.718
"Nov 9, 02:00 pm",143,473,659,712.607
"Nov 9, 03:00 pm",132,312,498,477.776
"Nov 9, 04:00 pm",64,138,393,249.315
"Nov 9, 05:00 pm",17,26,80,44.675
"Nov 9, 06:00 pm",0,0,0,0
"Nov 9, 07:00 pm",0,0,0,0
"Nov 9, 08:00 pm",0,0,0,0
"Nov 9, 09:00 pm",0,0,0,0
"Nov 9, 10:00 pm",0,0,0,0
"Nov 9, 11:00 pm",0,0,0,0
"Nov 10, 12:00 am",0,0,0,0
"Nov 10, 01:00 am",0,0,0,0
"Nov 10, 02:00 am",0,0,0,0
"Nov 10, 03:00 am",0,0,0,0
"Nov 10, 04:00 am",0,0,0,0
"Nov 10, 05:00 am",0,0,0,0
"Nov 10, 06:00 am",1,3,3,1.52583
"Nov 10, 07:00 am",25,70,425,177.912
"Nov 10, 08:00 am",47,255,714,458.761
"Nov 10, 09:00 am",64,444,851,709.638
"Nov 10, 10:00 am",84,584,894,888.253
"Nov 10, 11:00 am",84,669,938,999.475
"Nov 10, 12:00 pm",85,684,943,1017.81
"Nov 10, 01:00 pm",74,630,939,951.234
"Nov 10, 02:00 pm",65,513,899,801.004
"Nov 10, 03:00 pm",51,342,811,577.27
"Nov 10, 04:00 pm",33,145,601,300.297
"Nov 10, 05:00 pm",12,24,106,46.6161
"Nov 10, 06:00 pm",0,0,0,0
"Nov 10, 07:00 pm",0,0,0,0
"Nov 10, 08:00 pm",0,0,0,0
"Nov 10, 09:00 pm",0,0,0,0
"Nov 10, 10:00 pm",0,0,0,0
"Nov 10, 11:00 pm",0,0,0,0
"Nov 11, 12:00 am",0,0,0,0
"Nov 11, 01:00 am",0,0,0,0
"Nov 11, 02:00 am",0,0,0,0
"Nov 11, 03:00 am",0,0,0,0
"Nov 11, 04:00 am",0,0,0,0
"Nov 11, 05:00 am",0,0,0,0
"Nov 11, 06:00 am",0,0,0,0
"Nov 11, 07:00 am",32,60,270,138.294
"Nov 11, 08:00 am",66,241,605,423.703
"Nov 11, 09:00 am",78,440,817,706.723
"Nov 11, 10:00 am",82,586,905,894.146
"Nov 11, 11:00 am",91,664,923,992.496
"Nov 11, 12:00 pm",82,634,873,945.749
"Nov 11, 01:00 pm",93,579,824,877.856
"Nov 11, 02:00 pm",98,481,775,748.341
"Nov 11, 03:00 pm",58,338,784,573.497
"Nov 11, 04:00 pm",34,137,564,286.226
"Nov 11, 05:00 pm",13,25,99,44.4117
"Nov 11, 06:00 pm",0,0,0,0
"Nov 11, 07:00 pm",0,0,0,0
"Nov 11, 08:00 pm",0,0,0,0
"Nov 11, 09:00 pm",0,0,0,0
"Nov 11, 10:00 pm",0,0,0,0
"Nov 11, 11:00 pm",0,0,0,0
"Nov 12, 12:00 am",0,0,0,0
"Nov 12, 01:00 am",0,0,0,0
"Nov 12, 02:00 am",0,0,0,0
"Nov 12, 03:00 am",0,0,0,0
"Nov 12, 04:00 am",0,0,0,0
"Nov 12, 05:00 am",0,0,0,0
"Nov 12, 06:00 am",0,0,0,0
"Nov 12, 07:00 am",43,51,79,79.1243
"Nov 12, 08:00 am",129,185,197,253.388
"Nov 12, 09:00 am",188,379,436,539.229
"Nov 12, 10:00 am",239,474,425,649.175
"Nov 12, 11:00 am",251,606,576,855.463
"Nov 12, 12:00 pm",265,604,540,844.79
"Nov 12, 01:00 pm",279,525,421,709.796
"Nov 12, 02:00 pm",205,460,519,664.006
"Nov 12, 03:00 pm",153,293,395,427.816
"Nov 12, 04:00 pm",81,114,180,176.527
"Nov 12, 05:00 pm",14,15,8,15.1932
"Nov 12, 06:00 pm",0,0,0,0
"Nov 12, 07:00 pm",0,0,0,0
"Nov 12, 08:00 pm",0,0,0,0
"Nov 12, 09:00 pm",0,0,0,0
"Nov 12, 10:00 pm",0,0,0,0
"Nov 12, 11:00 pm",0,0,0,0
"Nov 13, 12:00 am",0,0,0,0
"Nov 13, 01:00 am",0,0,0,0
"Nov 13, 02:00 am",0,0,0,0
"Nov 13, 03:00 am",0,0,0,0
"Nov 13, 04:00 am",0,0,0,0
"Nov 13, 05:00 am",0,0,0,0
"Nov 13, 06:00 am",0,0,0,0
"Nov 13, 07:00 am",36,52,164,108.75
"Nov 13, 08:00 am",83,226,507,387.961
"Nov 13, 09:00 am",146,403,591,615.836
"Nov 13, 10:00 am",132,572,802,874.517
"Nov 13, 11:00 am",137,653,843,984.345
"Nov 13, 12:00 pm",143,675,852,1011.9
"Nov 13, 01:00 pm",125,625,860,945.604
"Nov 13, 02:00 pm",98,498,821,783.512
"Nov 13, 03:00 pm",65,324,738,552.576
"Nov 13, 04:00 pm",39,131,519,275.778
"Nov 13, 05:00 pm",12,19,67,27.8793
"Nov 13, 06:00 pm",0,0,0,0
"Nov 13, 07:00 pm",0,0,0,0
"Nov 13, 08:00 pm",0,0,0,0
"Nov 13, 09:00 pm",0,0,0,0
"Nov 13, 10:00 pm",0,0,0,0
"Nov 13, 11:00 pm",0,0,0,0
"Nov 14, 12:00 am",0,0,0,0
"Nov 14, 01:00 am",0,0,0,0
"Nov 14, 02:00 am",0,0,0,0
"Nov 14, 03:00 am",0,0,0,0
"Nov 14, 04:00 am",0,0,0,0
"Nov 14, 05:00 am",0,0,0,0
"Nov 14, 06:00 am",0,0,0,0
"Nov 14, 07:00 am",26,59,326,151.058
"Nov 14, 08:00 am",50,240,683,442.597
"Nov 14, 09:00 am",65,424,833,699.286
"Nov 14, 10:00 am",77,568,900,879.833
"Nov 14, 11:00 am",91,650,917,982.985
"Nov 14, 12:00 pm",102,669,912,1013.71
"Nov 14, 01:00 pm",106,617,882,943.177
"Nov 14, 02:00 pm",97,468,765,741.637
