Manufacturer,Model Number,STC,PTC,Technology,A_c,N_s,BIPV,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,T_NOCT,gamma_pmp,alpha_sc,beta_oc,Width,Length,Bifacial,a_py,Il_py,Io_py,Rs_py,Rsh_py,Adj_py,solve_return_code,solve_pass,d_Isc,d_Imp,d_Vmp,d_Pmp,Error
United Renewable Energy Co Ltd,D6P210A5F,210.0,186.1,Multi-c-Si,1.4069699999999998,54.0,N,8.65,33.61,8.02,26.19,43.9,-0.572,0.016435,-0.141162,0.965,1.458,0,1.6943236219774949,8.65605416636612,2.0843114253835773e-08,0.3553534944131982,507.72672792204844,20.005321030295054,4.0,first_pass,-2.8750284105900005e-15,0.0009046810357314864,-0.0009097175775374567,-5.859546046243475e-06,
United Renewable Energy Co Ltd,D6P215A3F,215.0,192.0,Mono-c-Si,1.611081,60.0,N,7.96,36.39,7.41,29.02,46.1,-0.4702,0.00170344,-0.12005061000000002,0.989,1.629,0,1.496952528338198,7.974579306221921,2.1636757574564938e-10,0.4038414817331339,220.48913072101288,7.597280855584417,4.0,first_pass,-1.1158020347991522e-16,-0.0015041249793522737,0.0014870559068266994,-1.9305790460696395e-05,
United Renewable Energy Co Ltd,D6P215A5F,215.0,192.5,Multi-c-Si,1.464709,54.0,N,8.71,33.69,8.08,26.61,46.1,-0.4702,0.0018639400000000001,-0.11114331,0.989,1.481,0,1.3807830172950333,8.730645674601995,2.1577885125664764e-10,0.3793483346657465,160.03954349202803,6.8088759891571025,4.0,first_pass,-1.835500752537572e-15,-0.00270857327326967,0.0026558113844267206,-5.9955348577678235e-05,
United Renewable Energy Co Ltd,D6P220A3F,220.0,196.5,Mono-c-Si,1.611081,60.0,N,8.1,36.57,7.56,29.11,46.1,-0.4702,0.0017334,-0.12064443000000002,0.989,1.629,0,1.5007425713408113,8.112542630618726,2.083466758052853e-10,0.4071621534335231,262.9443503625407,7.110895730342556,4.0,first_pass,-1.0023038640487537e-11,-0.0034151524174413066,0.0033291910572949375,-9.73310550338085e-05,
United Renewable Energy Co Ltd,D6P220A5F,220.0,197.1,Multi-c-Si,1.464709,54.0,N,8.75,33.75,8.24,26.71,46.1,-0.4702,0.0018725,-0.11134125000000002,0.989,1.481,0,1.3742219331269974,8.754047771779149,1.879829805235945e-10,0.3698415846740825,799.4806688287782,5.538408819625509,4.0,first_pass,-1.4154011296341195e-12,-0.0006844738197607597,0.0006809404516319006,-3.999454040845901e-06,
United Renewable Energy Co Ltd,D6P225A3F,225.0,201.1,Multi-c-Si,1.611081,60.0,N,8.21,36.75,7.71,29.19,46.1,-0.4702,0.00175694,-0.12123825,0.989,1.629,0,1.5015318167957359,8.216765823480555,1.9118308823745538e-10,0.41319089151037597,501.38731009804314,6.234959901349466,4.0,first_pass,-1.4130799656666302e-12,0.0028795871613151195,-0.0029452947708947293,-7.418884258810786e-05,
United Renewable Energy Co Ltd,D6P230A3F,230.0,205.7,Multi-c-Si,1.611081,60.0,N,8.32,36.87,7.85,29.3,46.1,-0.4702,0.00178048,-0.12163413000000001,0.989,1.629,0,1.503298305003124,8.322205599198202,1.8511653372451063e-10,0.4066223495496443,1533.8680613538309,5.829293542644299,4.0,first_pass,-1.7181448571571642e-10,0.003354631808355469,-0.003445037451038851,-0.00010196247489757403,
United Renewable Energy Co Ltd,D6P230B3A,230.0,205.9,Multi-c-Si,1.6335,60.0,N,8.26,36.3,7.79,29.53,46.3,-0.46,0.00413,-0.12705,0.99,1.65,0,1.5260485302446274,8.262927333471724,3.8396457335445264e-10,0.29310157819444616,827.039451185386,5.484703706919396,4.0,first_pass,-3.139807488528288e-13,0.0017184678985836246,-0.0017431937035935793,-2.772142743056421e-05,
United Renewable Energy Co Ltd,D6P230B3AME,230.0,205.9,Multi-c-Si,1.6335,60.0,N,8.26,36.3,7.79,29.53,46.3,-0.46,0.00413,-0.12705,0.99,1.65,0,1.5260485302446274,8.262927333471724,3.8396457335445264e-10,0.29310157819444616,827.039451185386,5.484703706919396,4.0,first_pass,-3.139807488528288e-13,0.0017184678985836246,-0.0017431937035935793,-2.772142743056421e-05,
United Renewable Energy Co Ltd,D6M235B3A,235.0,208.7,Mono-c-Si,1.6335,60.0,N,8.42,37.08,7.88,29.84,46.5,-0.49,0.005894,-0.14090399999999997,0.99,1.65,0,1.6349425572552732,8.426583250257504,1.178439284565533e-09,0.32115955685999326,410.76450195139887,5.957688533699543,4.0,first_pass,-5.791092071441435e-13,-0.0007782528414985938,0.0007737013512783301,-5.1536254953111575e-06,
United Renewable Energy Co Ltd,D6M235B3AME,235.0,208.7,Mono-c-Si,1.6335,60.0,N,8.42,37.08,7.88,29.84,46.5,-0.49,0.005894,-0.14090399999999997,0.99,1.65,0,1.6349425572552732,8.426583250257504,1.178439284565533e-09,0.32115955685999326,410.76450195139887,5.957688533699543,4.0,first_pass,-5.791092071441435e-13,-0.0007782528414985938,0.0007737013512783301,-5.1536254953111575e-06,
United Renewable Energy Co Ltd,D6P235A3F,235.0,210.3,Multi-c-Si,1.611081,60.0,N,8.45,37.06,8.01,29.34,46.1,-0.4702,0.0018082999999999997,-0.12226094000000003,0.989,1.629,0,1.50846637677594,8.45000344296162,1.8076265422087072e-10,0.40726169202294343,999999.8988028691,5.487582646356897,2.0,first_pass,1.3096690070371078e-12,-0.0003109628858273433,0.00032481940498591206,1.375551237899147e-05,
United Renewable Energy Co Ltd,D6P235B3A,235.0,210.5,Multi-c-Si,1.6335,60.0,N,8.35,36.33,7.91,29.71,46.3,-0.46,0.004175000000000001,-0.127155,0.99,1.65,0,1.5283356572788216,8.3501607118346,3.962449086906483e-10,0.26740448117249943,13893.4736571162,5.646242641746725,4.0,first_pass,-2.1273734603595814e-16,-0.0012619132102757295,0.0012356583438562756,-2.781416000691701e-05,
United Renewable Energy Co Ltd,D6P235B3AME,235.0,210.5,Multi-c-Si,1.6335,60.0,N,8.35,36.33,7.91,29.71,46.3,-0.46,0.004175000000000001,-0.127155,0.99,1.65,0,1.5283356572788216,8.3501607118346,3.962449086906483e-10,0.26740448117249943,13893.4736571162,5.646242641746725,4.0,first_pass,-2.1273734603595814e-16,-0.0012619132102757295,0.0012356583438562756,-2.781416000691701e-05,
United Renewable Energy Co Ltd,D6M240B3A,240.0,213.3,Mono-c-Si,1.6335,60.0,N,8.47,37.35,7.96,30.16,46.5,-0.49,0.005929000000000001,-0.14193,0.99,1.65,0,1.646451889886091,8.473406771205468,1.1844203779143002e-09,0.30657159981964266,762.2070152991142,5.938177653449323,4.0,first_pass,-8.852422926928521e-13,0.0025818525618274933,-0.0026347177469603655,-5.966763789754194e-05,
United Renewable Energy Co Ltd,D6M240B3AME,240.0,213.3,Mono-c-Si,1.6335,60.0,N,8.47,37.35,7.96,30.16,46.5,-0.49,0.005929000000000001,-0.14193,0.99,1.65,0,1.646451889886091,8.473406771205468,1.1844203779143002e-09,0.30657159981964266,762.2070152991142,5.938177653449323,4.0,first_pass,-8.852422926928521e-13,0.0025818525618274933,-0.0026347177469603655,-5.966763789754194e-05,
United Renewable Energy Co Ltd,D6P240A3F,240.0,214.9,Multi-c-Si,1.611081,60.0,N,8.55,37.18,8.16,29.42,46.1,-0.4702,0.0018297,-0.12265682000000001,0.989,1.629,0,1.517637857840352,8.550003222538498,1.9604618867642271e-10,0.376730980154213,999985.2889046718,6.076002649109771,2.0,first_pass,5.609547913895527e-15,-0.008484327239604583,0.009316585986796092,0.0007532137829236215,
United Renewable Energy Co Ltd,D6P240B3A,240.0,215.1,Multi-c-Si,1.6335,60.0,N,8.49,36.96,7.97,30.2,46.3,-0.46,0.0042450000000000005,-0.12936,0.99,1.65,0,1.5616585024158474,8.496135562111728,4.4220900922562644e-10,0.27019101757296327,373.8732084093963,6.476594691639564,4.0,first_pass,-8.578401697928182e-15,-0.0021069894149448203,0.0020712031645851274,-4.015025350372493e-05,
United Renewable Energy Co Ltd,D6P240B3AME,240.0,215.1,Multi-c-Si,1.6335,60.0,N,8.49,36.96,7.97,30.2,46.3,-0.46,0.0042450000000000005,-0.12936,0.99,1.65,0,1.5616585024158474,8.496135562111728,4.4220900922562644e-10,0.27019101757296327,373.8732084093963,6.476594691639564,4.0,first_pass,-8.578401697928182e-15,-0.0021069894149448203,0.0020712031645851274,-4.015025350372493e-05,
United Renewable Energy Co Ltd,D6M245B3A,245.0,217.9,Mono-c-Si,1.6335,60.0,N,8.52,37.62,8.07,30.38,46.5,-0.49,0.0059640000000000006,-0.142956,0.99,1.65,0,1.6539923088843387,8.548289522731004,1.1320452311426777e-09,0.3061941603424139,999999.6240303019,5.4576392889269485,2.0,first_pass,0.003320058793048552,0.002643746858919537,-0.0026995860045685716,-6.297616766889303e-05,
United Renewable Energy Co Ltd,D6M245B3AME,245.0,217.9,Mono-c-Si,1.6335,60.0,N,8.52,37.62,8.07,30.38,46.5,-0.49,0.0059640000000000006,-0.142956,0.99,1.65,0,1.6539923088843387,8.548289522731004,1.1320452311426777e-09,0.3061941603424139,999999.6240303019,5.4576392889269485,2.0,first_pass,0.003320058793048552,0.002643746858919537,-0.0026995860045685716,-6.297616766889303e-05,
United Renewable Energy Co Ltd,D6P245A3F,245.0,219.5,Multi-c-Si,1.611081,60.0,N,8.67,37.31,8.29,29.56,46.1,-0.4702,0.0018553799999999998,-0.12308569000000003,0.989,1.629,0,1.5251006982383644,8.670003412163092,2.0580460813354906e-10,0.35949299163847154,913107.1882752307,6.3709499014396025,2.0,first_pass,-3.0268075627592386e-10,-0.007009435834112883,0.008048696315536261,0.00098284366105135,
United Renewable Energy Co Ltd,D6P245B3A,245.0,219.8,Multi-c-Si,1.6335,60.0,N,8.54,37.1,8.02,30.65,46.3,-0.46,0.0042699999999999995,-0.12985,0.99,1.65,0,1.5773262435425528,8.54532968098971,5.145112404980551e-10,0.22034501076364396,353.06929458039104,7.738834465124245,4.0,first_pass,-3.374287578468237e-11,0.0007722005614904196,-0.0007773410556509767,-5.74075736022713e-06,
United Renewable Energy Co Ltd,D6P245B3AME,245.0,219.8,Multi-c-Si,1.6335,60.0,N,8.54,37.1,8.02,30.65,46.3,-0.46,0.0042699999999999995,-0.12985,0.99,1.65,0,1.5773262435425528,8.54532968098971,5.145112404980551e-10,0.22034501076364396,353.06929458039104,7.738834465124245,4.0,first_pass,-3.374287578468237e-11,0.0007722005614904196,-0.0007773410556509767,-5.74075736022713e-06,
United Renewable Energy Co Ltd,D6M250B3A,250.0,222.4,Mono-c-Si,1.6335,60.0,N,8.58,37.85,8.17,30.6,46.5,-0.49,0.006006000000000001,-0.14383,0.99,1.65,0,1.6725243298915624,8.580002275996312,1.2740904901282777e-09,0.264832620228425,999991.0470305016,6.443363987414077,2.0,first_pass,3.391847797190478e-12,-0.0040096579014897845,0.004485239285870869,0.0004575971092384729,
United Renewable Energy Co Ltd,D6M250B3AME,250.0,222.4,Mono-c-Si,1.6335,60.0,N,8.58,37.85,8.17,30.6,46.5,-0.49,0.006006000000000001,-0.14383,0.99,1.65,0,1.6725243298915624,8.580002275996312,1.2740904901282777e-09,0.264832620228425,999991.0470305016,6.443363987414077,2.0,first_pass,3.391847797190478e-12,-0.0040096579014897845,0.004485239285870869,0.0004575971092384729,
United Renewable Energy Co Ltd,D6P250B3A,250.0,224.4,Multi-c-Si,1.6335,60.0,N,8.59,37.24,8.08,31.05,46.3,-0.46,0.004295,-0.13033999999999998,0.99,1.65,0,1.5903502722869618,8.593971865075416,5.7512434935587e-10,0.17877637286823433,386.6418862246095,8.659139748054027,4.0,first_pass,-4.963045884238185e-15,0.001847624980652964,-0.0018783300370693958,-3.41755059148085e-05,
United Renewable Energy Co Ltd,D6P250B3AME,250.0,224.4,Multi-c-Si,1.6335,60.0,N,8.59,37.24,8.08,31.05,46.3,-0.46,0.004295,-0.13033999999999998,0.99,1.65,0,1.5903502722869618,8.593971865075416,5.7512434935587e-10,0.17877637286823433,386.6418862246095,8.659139748054027,4.0,first_pass,-4.963045884238185e-15,0.001847624980652964,-0.0018783300370693958,-3.41755059148085e-05,
United Renewable Energy Co Ltd,D6M255B3A,255.0,227.0,Mono-c-Si,1.6335,60.0,N,8.63,38.3,8.28,30.82,46.5,-0.49,0.006041000000000002,-0.14554,0.99,1.65,0,1.6955183136451373,8.630193086756194,1.3353126516745833e-09,0.2455043238167537,10972.988447702557,6.801831798102993,2.0,first_pass,-3.999375827293959e-13,-0.01471485617307468,0.017512379741212218,0.0025398314189973284,
United Renewable Energy Co Ltd,D6M255B3AME,255.0,227.0,Mono-c-Si,1.6335,60.0,N,8.63,38.3,8.28,30.82,46.5,-0.49,0.006041000000000002,-0.14554,0.99,1.65,0,1.6955183136451373,8.630193086756194,1.3353126516745833e-09,0.2455043238167537,10972.988447702557,6.801831798102993,2.0,first_pass,-3.999375827293959e-13,-0.01471485617307468,0.017512379741212218,0.0025398314189973284,
United Renewable Energy Co Ltd,D6P255B3A,255.0,231.8,Multi-c-Si,1.6268799999999999,60.0,N,8.52,39.03,8.17,31.29,43.2,-0.48,0.0059640000000000006,-0.136605,0.992,1.64,0,1.6979000819591648,8.520216978592586,8.852156404777221e-10,0.2823566672805806,11087.312322445921,12.335911963690503,2.0,first_pass,-4.682743499170144e-13,-0.010689653712473312,0.012959519197976957,0.0021313327129971653,
United Renewable Energy Co Ltd,D6P255B3AME,255.0,231.8,Multi-c-Si,1.6268799999999999,60.0,N,8.52,39.03,8.17,31.29,43.2,-0.48,0.0059640000000000006,-0.136605,0.992,1.64,0,1.6979000819591648,8.520216978592586,8.852156404777221e-10,0.2823566672805806,11087.312322445921,12.335911963690503,2.0,first_pass,-4.682743499170144e-13,-0.010689653712473312,0.012959519197976957,0.0021313327129971653,
United Renewable Energy Co Ltd,D6M260B3A,260.0,234.5,Mono-c-Si,1.6268799999999999,60.0,N,8.79,38.21,8.45,30.81,43.6,-0.51,0.006153,-0.145198,0.992,1.64,0,1.7274815646605128,8.790169362539299,2.1762315614461143e-09,0.20919656121586414,10857.67028807361,10.982494500172857,2.0,first_pass,-4.179187649464981e-13,-0.019853028885654014,0.02377420387784855,0.003449185035874079,
United Renewable Energy Co Ltd,D6M260B3AME,260.0,234.5,Mono-c-Si,1.6268799999999999,60.0,N,8.79,38.21,8.45,30.81,43.6,-0.51,0.006153,-0.145198,0.992,1.64,0,1.7274815646605128,8.790169362539299,2.1762315614461143e-09,0.20919656121586414,10857.67028807361,10.982494500172857,2.0,first_pass,-4.179187649464981e-13,-0.019853028885654014,0.02377420387784855,0.003449185035874079,
United Renewable Energy Co Ltd,D6P260A4F,260.0,232.1,Multi-c-Si,1.956,72.0,N,8.01,43.84,7.53,34.53,46.1,-0.4702,0.00171414,-0.14462816000000003,1.0,1.956,0,1.7818449845352218,8.015213286652832,1.6437786238585734e-10,0.5508769550585105,846.400021701308,5.156304786148223,4.0,first_pass,1.4483628611888934e-12,0.0029809229070024215,-0.0030495804640261214,-7.774812128554751e-05,
United Renewable Energy Co Ltd,D6P260B3A,260.0,236.5,Multi-c-Si,1.6268799999999999,60.0,N,8.83,37.67,8.43,30.93,43.2,-0.48,0.006181000000000001,-0.131845,0.992,1.64,0,1.653700935654957,8.830001701611339,1.1299883429899111e-09,0.19247821635314588,999999.7691261374,14.256210716433795,2.0,first_pass,2.7560689354228123e-14,-0.004786608114269591,0.005389958273390756,0.0005775505411143033,
United Renewable Energy Co Ltd,D6P260B3AME,260.0,236.5,Multi-c-Si,1.6268799999999999,60.0,N,8.83,37.67,8.43,30.93,43.2,-0.48,0.006181000000000001,-0.131845,0.992,1.64,0,1.653700935654957,8.830001701611339,1.1299883429899111e-09,0.19247821635314588,999999.7691261374,14.256210716433795,2.0,first_pass,2.7560689354228123e-14,-0.004786608114269591,0.005389958273390756,0.0005775505411143033,
United Renewable Energy Co Ltd,D6M265B3A,265.0,239.1,Mono-c-Si,1.6268799999999999,60.0,N,8.84,38.46,8.55,31.04,43.6,-0.51,0.006188000000000001,-0.146148,0.992,1.64,0,1.742018842830358,8.86141474898932,2.2867590557044143e-09,0.18560941525242414,999999.4801868821,11.360470768440605,2.0,first_pass,0.0024222964519228524,-0.01742730620514033,0.02283695426555039,0.0050116614656316874,
United Renewable Energy Co Ltd,D6M265B3AME,265.0,239.1,Mono-c-Si,1.6268799999999999,60.0,N,8.84,38.46,8.55,31.04,43.6,-0.51,0.006188000000000001,-0.146148,0.992,1.64,0,1.742018842830358,8.86141474898932,2.2867590557044143e-09,0.18560941525242414,999999.4801868821,11.360470768440605,2.0,first_pass,0.0024222964519228524,-0.01742730620514033,0.02283695426555039,0.0050116614656316874,
United Renewable Energy Co Ltd,D6P265A4F,265.0,236.7,Multi-c-Si,1.956,72.0,N,8.1,43.99,7.65,34.65,46.1,-0.4702,0.0017334,-0.14512301000000002,1.0,1.956,0,1.7838921611129865,8.10029729005859,1.580630896599514e-10,0.545788173449827,14870.661611797219,4.714688050351483,4.0,first_pass,-8.310674507968396e-11,0.0030314392179032444,-0.003102937331125242,-8.090447913822712e-05,
United Renewable Energy Co Ltd,D6P265B3A,265.0,241.1,Multi-c-Si,1.6268799999999999,60.0,N,9.02,38.17,8.58,30.97,43.2,-0.48,0.006314000000000001,-0.133595,0.992,1.64,0,1.6630401457386426,9.020002291311858,9.711879907832362e-10,0.25370654419100247,999999.8673569047,12.66105911961036,2.0,first_pass,5.033667496127539e-13,-0.008824797976969815,0.009147193755377151,0.00024167364145981157,
United Renewable Energy Co Ltd,D6P265B3AME,265.0,241.1,Multi-c-Si,1.6268799999999999,60.0,N,9.02,38.17,8.58,30.97,43.2,-0.48,0.006314000000000001,-0.133595,0.992,1.64,0,1.6630401457386426,9.020002291311858,9.711879907832362e-10,0.25370654419100247,999999.8673569047,12.66105911961036,2.0,first_pass,5.033667496127539e-13,-0.008824797976969815,0.009147193755377151,0.00024167364145981157,
United Renewable Energy Co Ltd,D6M270B3A,270.0,243.8,Mono-c-Si,1.6268799999999999,60.0,N,9.26,38.79,8.69,31.07,43.6,-0.51,0.006482000000000001,-0.147402,0.992,1.64,0,1.7338926124011693,9.263804956652944,1.7724084173268656e-09,0.3186762013777942,775.5535891726042,8.68426159343318,4.0,first_pass,-3.318679624365479e-14,0.002837357407882823,-0.0028988449981962863,-6.971264964338845e-05,
United Renewable Energy Co Ltd,D6M270B3AME,270.0,243.8,Mono-c-Si,1.6268799999999999,60.0,N,9.26,38.79,8.69,31.07,43.6,-0.51,0.006482000000000001,-0.147402,0.992,1.64,0,1.7338926124011693,9.263804956652944,1.7724084173268656e-09,0.3186762013777942,775.5535891726042,8.68426159343318,4.0,first_pass,-3.318679624365479e-14,0.002837357407882823,-0.0028988449981962863,-6.971264964338845e-05,
United Renewable Energy Co Ltd,D6P270A4F,270.0,241.3,Multi-c-Si,1.956,72.0,N,8.19,44.15,7.75,34.87,46.1,-0.4702,0.0017526599999999999,-0.14565085000000003,1.0,1.956,0,1.792522310137771,8.20124597956315,1.6487768840155818e-10,0.5266436958193872,999999.9828805715,4.964231730309948,2.0,first_pass,0.0013726079073092558,-0.002764213220285889,0.0027080450301504395,-6.365380400912121e-05,
United Renewable Energy Co Ltd,D6P270B3A,270.0,245.8,Multi-c-Si,1.6268799999999999,60.0,N,9.15,38.39,8.73,31.04,43.2,-0.48,0.006405000000000002,-0.13436499999999998,0.992,1.64,0,1.672263602968835,9.150002305828052,9.80305305501876e-10,0.25168542671316024,999999.5051212169,12.615561168355631,2.0,first_pass,1.3007203086318774e-14,-0.011821779297934414,0.012674704213658097,0.0007030873598432807,
United Renewable Energy Co Ltd,D6P270B3AME,270.0,245.8,Multi-c-Si,1.6268799999999999,60.0,N,9.15,38.39,8.73,31.04,43.2,-0.48,0.006405000000000002,-0.13436499999999998,0.992,1.64,0,1.672263602968835,9.150002305828052,9.80305305501876e-10,0.25168542671316024,999999.5051212169,12.615561168355631,2.0,first_pass,1.3007203086318774e-14,-0.011821779297934414,0.012674704213658097,0.0007030873598432807,
United Renewable Energy Co Ltd,F6E270H3A,270.0,247.8,Multi-c-Si,1.63,60.0,N,9.11,38.0,8.42,32.1,46.1,-0.3799,0.00526558,-0.111872,,,0,1.5152364451945712,9.121968003063985,1.1267908176685642e-10,0.1446479056198368,110.10545568448005,12.861510115954593,4.0,first_pass,-6.372265808079055e-12,-0.0010771442138016035,0.0010662986890799765,-1.1994082184671997e-05,
United Renewable Energy Co Ltd,F6E270H3F,270.0,244.9,Multi-c-Si,1.61,60.0,N,9.2,38.0,8.55,31.6,46.0,-0.4333,0.0043884,-0.140182,,,0,1.5884237160201666,9.21150132101464,3.6533823778737563e-10,0.1896988383396835,151.741649623806,-1.124540054844892,4.0,first_pass,-1.5446581212176093e-15,-0.0007697243394183442,0.0007645909438450431,-5.721919832349506e-06,
United Renewable Energy Co Ltd,F6P270H3A,270.0,242.9,Multi-c-Si,1.6268799999999999,60.0,N,8.97,38.2,8.24,32.8,48.3,-0.42,0.003588,-0.11842000000000001,,,0,1.5886281363725383,8.975491607984509,3.092751464804664e-10,0.05872646175578512,95.92388515370158,16.61773195537682,4.0,first_pass,1.3862316472465723e-15,-0.0004934039911258892,0.0004910787362907911,-2.567555043572245e-06,
United Renewable Energy Co Ltd,D6M275B3A,275.0,248.4,Mono-c-Si,1.6268799999999999,60.0,N,9.37,38.99,8.8,31.27,43.6,-0.51,0.006559,-0.14816200000000002,0.992,1.64,0,1.7434483018952707,9.3732056802026,1.8090675411388944e-09,0.31120037960006547,909.6212038310077,8.759153547060059,4.0,first_pass,1.1897988819718221e-12,0.004040985958556518,-0.0041680706897919036,-0.00014392784636723703,
United Renewable Energy Co Ltd,D6M275B3AME,275.0,248.4,Mono-c-Si,1.6268799999999999,60.0,N,9.37,38.99,8.8,31.27,43.6,-0.51,0.006559,-0.14816200000000002,0.992,1.64,0,1.7434483018952707,9.3732056802026,1.8090675411388944e-09,0.31120037960006547,909.6212038310077,8.759153547060059,4.0,first_pass,1.1897988819718221e-12,0.004040985958556518,-0.0041680706897919036,-0.00014392784636723703,
United Renewable Energy Co Ltd,D6P275A4F,275.0,245.9,Multi-c-Si,1.956,72.0,N,8.31,44.31,7.87,34.96,46.1,-0.4702,0.00177834,-0.14617869000000003,1.0,1.956,0,1.7980453992230667,8.329158410083467,1.6523216002270628e-10,0.5259086088838274,999999.8369848628,4.8524096057984645,2.0,first_pass,0.0023049371823918572,-0.0038589639517179505,0.0037511710411131513,-0.0001222685444290561,
United Renewable Energy Co Ltd,D6P275B4A,275.0,241.5,Multi-c-Si,1.9503,72.0,N,8.2,44.72,7.71,35.68,47.4,-0.51,0.01066,-0.183352,0.99,1.97,0,2.0926446859220564,8.20630873594813,4.2976833675728894e-09,0.4110267185128993,999999.9833692841,8.684353371191195,2.0,first_pass,0.0007689445969368094,-0.0010154385475874097,0.0010082162097089808,-8.246119482159196e-06,
United Renewable Energy Co Ltd,D6P275B4AME,275.0,241.5,Multi-c-Si,1.9503,72.0,N,8.2,44.72,7.71,35.68,47.4,-0.51,0.01066,-0.183352,0.99,1.97,0,2.0926446859220564,8.20630873594813,4.2976833675728894e-09,0.4110267185128993,999999.9833692841,8.684353371191195,2.0,first_pass,0.0007689445969368094,-0.0010154385475874097,0.0010082162097089808,-8.246119482159196e-06,
United Renewable Energy Co Ltd,D6Q275B4A,275.0,244.1,Multi-c-Si,1.9503,72.0,N,8.57,44.56,7.54,36.49,47.4,-0.47,0.005999000000000001,-0.160416,0.99,1.97,0,2.0155792693251504,8.611209927650588,1.9646808284143664e-09,0.2795835537906892,58.14208931095437,16.716653646978862,4.0,first_pass,-4.5569667577846565e-11,0.0001267879913590759,-0.0001269079880301095,-1.3608708002919941e-07,
United Renewable Energy Co Ltd,D6Q275B4AME,275.0,244.1,Multi-c-Si,1.9503,72.0,N,8.57,44.56,7.54,36.49,47.4,-0.47,0.005999000000000001,-0.160416,0.99,1.97,0,2.0155792693251504,8.611209927650588,1.9646808284143664e-09,0.2795835537906892,58.14208931095437,16.716653646978862,4.0,first_pass,-4.5569667577846565e-11,0.0001267879913590759,-0.0001269079880301095,-1.3608708002919941e-07,
United Renewable Energy Co Ltd,F6E275H3A,275.0,252.5,Multi-c-Si,1.63,60.0,N,9.18,38.2,8.47,32.5,46.1,-0.3799,0.00530604,-0.11246080000000001,,,0,1.5306495201231647,9.189971313347964,1.2791050302886458e-10,0.11218730510973365,103.28423525047243,13.962283084577253,4.0,first_pass,0.0,-0.0018708486551515956,0.0018378936499741573,-3.639342604081723e-05,
United Renewable Energy Co Ltd,F6E275H3F,275.0,249.6,Multi-c-Si,1.61,60.0,N,9.25,38.15,8.65,31.8,46.0,-0.4333,0.0044122499999999995,-0.14073535,,,0,1.5913184091249883,9.258030074995691,3.516579097906381e-10,0.1804653184573774,207.88153687465112,-1.4916608909290423,4.0,first_pass,-3.8407715446491904e-16,0.0015813286138896174,-0.0016039846355156097,-2.5192448426304985e-05,
United Renewable Energy Co Ltd,F6P275H3A,275.0,247.6,Multi-c-Si,1.6268799999999999,60.0,N,9.05,38.3,8.28,33.2,48.3,-0.42,0.0036200000000000004,-0.11873,,,0,1.6053249647023553,9.051322727102528,3.743619470188662e-10,0.012531588393605958,85.74019319254204,18.363707942989926,4.0,first_pass,0.0,0.0012183475739427742,-0.001233120401067565,-1.627519637382603e-05,
United Renewable Energy Co Ltd,F6P275H4A,275.0,248.3,Multi-c-Si,1.9403519999999999,72.0,N,8.26,44.6,7.72,35.7,47.2,-0.41,0.00413,-0.13826,,,0,1.7638412551316516,8.273397021946156,8.475718015050289e-11,0.4756340357006641,293.25452446923913,5.562489649284643,4.0,first_pass,-1.6673883151237242e-11,0.002197325622099503,-0.002237136465324391,-4.472656050026047e-05,
United Renewable Energy Co Ltd,D6L280L3A,280.0,259.1,Mono-c-Si,1.67,60.0,N,9.55,39.32,8.94,31.33,42.535,-0.4167,0.0069715,-0.12318956,,,1,1.5921127297413582,9.562243725949699,1.7729511781817248e-10,0.3717126718000466,289.93269342604503,9.260464244611336,4.0,first_pass,-1.860059517696597e-16,-0.002379985626836155,0.002337104261412932,-4.84436399738149e-05,
United Renewable Energy Co Ltd,D6L280L3A-P,280.0,260.1,Mono-c-Si,1.67,60.0,N,9.55,39.32,8.94,31.33,41.08,-0.4333,0.006685000000000002,-0.09173356,,,0,1.577179952488005,9.562862983935752,1.4025510730733504e-10,0.37515601941097787,278.53104250428663,44.48287776912562,4.0,first_pass,1.0955750559232958e-13,-0.0023802795971734647,0.002337104261412932,-4.873829735050007e-05,
United Renewable Energy Co Ltd,D6M280B3A,280.0,253.1,Mono-c-Si,1.6268799999999999,60.0,N,9.53,39.04,8.95,31.33,43.6,-0.51,0.006671000000000001,-0.148352,0.992,1.64,0,1.746389574772357,9.533318378368762,1.856440867632296e-09,0.3037054263366098,872.2090323670072,8.83873298637312,4.0,first_pass,-9.375734419919476e-14,-0.00365838574683903,0.0035624238191838847,-0.00010899464817943133,
United Renewable Energy Co Ltd,D6M280B3AME,280.0,253.1,Mono-c-Si,1.6268799999999999,60.0,N,9.53,39.04,8.95,31.33,43.6,-0.51,0.006671000000000001,-0.148352,0.992,1.64,0,1.746389574772357,9.533318378368762,1.856440867632296e-09,0.3037054263366098,872.2090323670072,8.83873298637312,4.0,first_pass,-9.375734419919476e-14,-0.00365838574683903,0.0035624238191838847,-0.00010899464817943133,
United Renewable Energy Co Ltd,D6M280E3A,280.0,255.0,Mono-c-Si,1.61,60.0,N,9.53,39.04,8.95,31.33,43.41,-0.48,0.008577,-0.140544,,,0,1.7192907285288672,9.534129738515194,1.3039011419610545e-09,0.30974847697923924,714.7927719727425,11.453910652518534,4.0,first_pass,-2.5387177494891304e-13,-0.003659462243719692,0.0035624238191838847,-0.0001100749799982067,
