Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax low,VPmax low,IPmax NOCT,VPmax NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Vietnam Sunergy Joint Stock Company,VSUN455-144MH,455 W 144 half-cut cell monocrystalline module white backsheet silver frame 1500V max system Vdc,UL 61730,455,422.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.59,50.2,10.94,41.6,45,-0.373,0.047,-0.298,,,2.21,40.49,8.76,38.9,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN455-144MH-BW,455 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,455,422.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.59,50.2,10.94,41.6,45,-0.373,0.047,-0.298,,,2.21,40.49,8.76,38.9,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN460-120BMH,460 W 120 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,460,433.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.71,42.5,13,35.4,43.9,-0.325,0.043,-0.257,,,2.55,34.01,10.39,33.1,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN460-120MH,460 W 120 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,460,431,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.71,42.5,13,35.4,45.4,-0.329,0.041,-0.257,,,2.61,34.01,10.43,33.1,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN460-120MH-BB,460 W 120 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,460,431,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.71,42.5,13,35.4,45.4,-0.329,0.041,-0.257,,,2.61,34.01,10.43,33.1,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN460-120MH-BW,460 W 120 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,460,431,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.71,42.5,13,35.4,45.4,-0.329,0.041,-0.257,,,2.61,34.01,10.43,33.1,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN460-144BMH,460 W 144 half-cut cell bifacial monocrystalline module 1500V max system VdC,UL 61730,460,428.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.67,49.8,11.06,41.6,45.7,-0.352,0.051,-0.28,,,2.24,40.99,8.76,39.6,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN460-144BMH-DG,460 W 144 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,460,429.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.2,72,2,N,11.67,49.8,11.06,41.6,46.2,-0.331,0.052,-0.265,,,2.28,41.16,8.9,39.3,,,,,,,4/1/2021,
Vietnam Sunergy Joint Stock Company,VSUN460-144MH,460 W 144 half-cut cell monocrystalline module white backsheet silver frame 1500V max system Vdc,UL 61730,460,427.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.67,50.4,11.01,41.8,45,-0.373,0.047,-0.298,,,2.23,40.69,8.81,39.1,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN460-144MH-BW,460 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,460,427.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.67,50.4,11.01,41.8,45,-0.373,0.047,-0.298,,,2.23,40.69,8.81,39.1,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN465-120BMH,465 W 120 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,465,438.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.79,42.7,13.08,35.6,43.9,-0.325,0.043,-0.257,,,2.56,34.17,10.46,33.2,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN465-120MH,465 W 120 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,465,435.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.79,42.7,13.08,35.6,45.4,-0.329,0.041,-0.257,,,2.62,34.16,10.49,33.2,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN465-120MH-BB,465 W 120 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,465,435.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.79,42.7,13.08,35.6,45.4,-0.329,0.041,-0.257,,,2.62,34.16,10.49,33.2,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN465-120MH-BW,465 W 120 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,465,435.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.79,42.7,13.08,35.6,45.4,-0.329,0.041,-0.257,,,2.62,34.16,10.49,33.2,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN465-144BMH,465 W 144 half-cut cell bifacial monocrystalline module 1500V max system VdC,UL 61730,465,433,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.75,50,11.13,41.8,45.7,-0.352,0.051,-0.28,,,2.25,41.19,8.81,39.8,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN465-144MH,465 W 144 half-cut cell monocrystalline module white backsheet silver frame 1500V max system Vdc,UL 61730,465,432.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.74,50.6,11.08,42,45,-0.373,0.047,-0.298,,,2.24,40.88,8.87,39.3,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN465-144MH-BW,465 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,465,432.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.74,50.6,11.08,42,45,-0.373,0.047,-0.298,,,2.24,40.88,8.87,39.3,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN465-156BMH,465 W 156 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,465,431.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.39,78,2,N,11.22,52.5,10.64,43.7,46.2,-0.347,0.057,-0.284,,,2.17,43.19,8.46,41.6,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN470-120BMH,470 W 120 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,470,443,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.86,42.8,13.17,35.7,43.9,-0.325,0.043,-0.257,,,2.58,34.29,10.53,33.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN470-120MH,470 W 120 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,470,440.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.86,42.8,13.17,35.7,45.4,-0.329,0.041,-0.257,,,2.64,34.29,10.57,33.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN470-120MH-BB,470 W 120 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,470,440.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.86,42.8,13.17,35.7,45.4,-0.329,0.041,-0.257,,,2.64,34.29,10.57,33.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN470-120MH-BW,470 W 120 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,470,440.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.86,42.8,13.17,35.7,45.4,-0.329,0.041,-0.257,,,2.64,34.29,10.57,33.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN470-144MH,470 W 144 half-cut cell monocrystalline module white backsheet silver frame 1500V max system Vdc,UL 61730,470,437.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.81,50.8,11.14,42.2,45,-0.373,0.047,-0.298,,,2.25,41.08,8.92,39.4,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN470-144MH-BW,470 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,470,437.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.19,72,2,N,11.81,50.8,11.14,42.2,45,-0.373,0.047,-0.298,,,2.25,41.08,8.92,39.4,,,,,,,5/3/2021,
Vietnam Sunergy Joint Stock Company,VSUN470-156BMH,470 W 156 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,470,436.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.39,78,2,N,11.29,52.7,10.71,43.9,46.2,-0.347,0.057,-0.284,,,2.18,43.38,8.52,41.8,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN475-156BMH,475 W 156 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,475,441.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.39,78,2,N,11.35,52.9,10.77,44.1,46.2,-0.347,0.057,-0.284,,,2.2,43.58,8.57,42,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN480-156BMH,480 W 156 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,480,446,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.39,78,2,N,11.42,53.1,10.84,44.3,46.2,-0.347,0.057,-0.284,,,2.21,43.78,8.62,42.2,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN485-132BMH,485 W 132 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,485,454.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.71,44.8,12.84,37.8,45.2,-0.325,0.045,-0.256,,,2.55,36.94,10.21,35.9,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN485-132MH,485 W 132 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,485,453.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.71,44.8,12.84,37.8,45.6,-0.327,0.041,-0.256,,,2.56,36.55,10.28,35.4,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN485-132MH-BB,485 W 132 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,485,453.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.71,44.8,12.84,37.8,45.6,-0.327,0.041,-0.256,,,2.56,36.55,10.28,35.4,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN485-132MH-BW,485 W 132 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,485,453.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.71,44.8,12.84,37.8,45.6,-0.327,0.041,-0.256,,,2.56,36.55,10.28,35.4,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN485-156BMH,485 W 156 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,485,450.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.39,78,2,N,11.48,53.3,10.9,44.5,46.2,-0.347,0.057,-0.284,,,2.22,43.98,8.67,42.4,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN490-132BMH,490 W 132 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,490,459.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.78,45,12.9,38,45.2,-0.325,0.045,-0.256,,,2.56,37.13,10.26,36,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN490-132MH,490 W 132 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,490,458.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.78,45,12.9,38,45.6,-0.327,0.041,-0.256,,,2.57,36.75,10.33,35.6,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN490-132MH-BB,490 W 132 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,490,458.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.78,45,12.9,38,45.6,-0.327,0.041,-0.256,,,2.57,36.75,10.33,35.6,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN490-132MH-BW,490 W 132 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,490,458.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.78,45,12.9,38,45.6,-0.327,0.041,-0.256,,,2.57,36.75,10.33,35.6,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN490-156BMH,490 W 156 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,490,455.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.39,78,2,N,11.55,53.5,10.97,44.7,46.2,-0.347,0.057,-0.284,,,2.24,44.17,8.73,42.6,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN495-132BMH,495 W 132 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,495,464.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.85,45.2,12.96,38.2,45.2,-0.325,0.045,-0.256,,,2.57,37.33,10.31,36.2,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN495-132MH,495 W 132 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,495,463.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.85,45.2,12.96,38.2,45.6,-0.327,0.041,-0.256,,,2.59,36.94,10.37,35.8,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN495-132MH-BB,495 W 132 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,495,463.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.85,45.2,12.96,38.2,45.6,-0.327,0.041,-0.256,,,2.59,36.94,10.37,35.8,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN495-132MH-BW,495 W 132 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,495,463.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.85,45.2,12.96,38.2,45.6,-0.327,0.041,-0.256,,,2.59,36.94,10.37,35.8,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN495-156BMH,495 W 156 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,495,460.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.39,78,2,N,11.62,53.7,11.03,44.9,46.2,-0.347,0.057,-0.284,,,2.25,44.37,8.77,42.8,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN500-132BMH,500 W 132 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,500,469,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.93,45.4,13.03,38.4,45.2,-0.325,0.045,-0.256,,,2.59,37.52,10.36,36.4,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN500-132MH,500 W 132 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,500,468.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.93,45.4,13.03,38.4,45.6,-0.327,0.041,-0.256,,,2.6,37.13,10.43,35.9,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN500-132MH-BB,500 W 132 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,500,468.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.93,45.4,13.03,38.4,45.6,-0.327,0.041,-0.256,,,2.6,37.13,10.43,35.9,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN500-132MH-BW,500 W 132 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,500,468.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,13.93,45.4,13.03,38.4,45.6,-0.327,0.041,-0.256,,,2.6,37.13,10.43,35.9,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN505-132BMH,505 W 132 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,505,473.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14,45.6,13.09,38.6,45.2,-0.325,0.045,-0.256,,,2.6,37.72,10.41,36.6,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN505-132MH,505 W 132 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,505,472.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14,45.6,13.09,38.6,45.6,-0.327,0.041,-0.256,,,2.61,37.33,10.48,36.1,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN505-132MH-BB,505 W 132 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,505,472.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14,45.6,13.09,38.6,45.6,-0.327,0.041,-0.256,,,2.61,37.33,10.48,36.1,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN505-132MH-BW,505 W 132 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,505,472.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14,45.6,13.09,38.6,45.6,-0.327,0.041,-0.256,,,2.61,37.33,10.48,36.1,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN510-132BMH,510 W 132 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,510,478.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.09,45.8,13.17,38.8,45.2,-0.325,0.045,-0.256,,,2.61,37.89,10.47,36.8,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN510-132MH,510 W 132 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,510,477.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.09,45.8,13.17,38.8,45.6,-0.327,0.041,-0.256,,,2.63,37.49,10.54,36.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN510-132MH-BB,510 W 132 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,510,477.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.09,45.8,13.17,38.8,45.6,-0.327,0.041,-0.256,,,2.63,37.49,10.54,36.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN510-132MH-BW,510 W 132 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,510,477.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.09,45.8,13.17,38.8,45.6,-0.327,0.041,-0.256,,,2.63,37.49,10.54,36.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN515-132MH,515 W 132 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,515,482.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.16,45.9,13.26,38.8,45.6,-0.327,0.041,-0.256,,,2.64,37.56,10.62,36.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN515-132MH-BB,515 W 132 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,515,482.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.16,45.9,13.26,38.8,45.6,-0.327,0.041,-0.256,,,2.64,37.56,10.62,36.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN515-132MH-BW,515 W 132 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,515,482.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.16,45.9,13.26,38.8,45.6,-0.327,0.041,-0.256,,,2.64,37.56,10.62,36.3,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN515-144M,515 W 144 half-cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,515,474.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.45,49,12.56,41,46.5,-0.379,0.06,-0.292,,,2.57,40.67,10.07,38.4,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN515-144M-BB,515 W 144 half-cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,515,474.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.45,49,12.56,41,46.5,-0.379,0.06,-0.292,,,2.57,40.67,10.07,38.4,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN515-144M-BW,515 W 144 half-cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,515,474.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.45,49,12.56,41,46.5,-0.379,0.06,-0.292,,,2.57,40.67,10.07,38.4,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN520-132MH,520 W 132 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,520,487.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.23,46.1,13.34,39,45.6,-0.327,0.041,-0.256,,,2.66,37.7,10.68,36.5,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN520-132MH-BB,520 W 132 half-cut cell monocrystalline module black backsheet black frame 1500V max system Vdc,UL 61730,520,487.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.23,46.1,13.34,39,45.6,-0.327,0.041,-0.256,,,2.66,37.7,10.68,36.5,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN520-132MH-BW,520 W 132 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,520,487.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.37,66,2,N,14.23,46.1,13.34,39,45.6,-0.327,0.041,-0.256,,,2.66,37.7,10.68,36.5,,,,,,,7/3/2023,
Vietnam Sunergy Joint Stock Company,VSUN520-144BMH,520 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,520,486.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.53,49.1,12.65,41.1,45.8,-0.321,0.043,-0.254,,,2.524,39.972,10.15,38.53,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN520-144BMH-DG,520 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,520,485.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.53,49.1,12.65,41.1,46,-0.331,0.039,-0.259,,,2.526,39.843,10.09,38.6,,,,,,,12/13/2021,3/21/2023
Vietnam Sunergy Joint Stock Company,VSUN520-144M,520 W 144 half-cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,520,479.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.53,49.1,12.65,41.1,46.5,-0.379,0.06,-0.292,,,2.59,40.76,10.14,38.5,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN520-144M-BB,520 W 144 half-cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,520,479.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.53,49.1,12.65,41.1,46.5,-0.379,0.06,-0.292,,,2.59,40.76,10.14,38.5,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN520-144M-BW,520 W 144 half-cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,520,479.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.53,49.1,12.65,41.1,46.5,-0.379,0.06,-0.292,,,2.59,40.76,10.14,38.5,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN520-144MH,520 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,520,480.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.53,49.1,12.65,41.1,45.8,-0.383,0.056,-0.293,,,2.64,40.22,10.3,38.1,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN520-144MH-BW,520 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,520,480.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.53,49.1,12.65,41.1,45.8,-0.383,0.056,-0.293,,,2.64,40.22,10.3,38.1,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN525-144BMH,525 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,525,491.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.63,49.2,12.74,41.2,45.8,-0.321,0.043,-0.254,,,2.542,40.079,10.22,38.63,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN525-144BMH-DG,525 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,525,490,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.63,49.2,12.74,41.2,46,-0.331,0.039,-0.259,,,2.544,39.949,10.16,38.7,,,,,,,12/13/2021,3/21/2023
